text,label
The website shall be capable of supporting 100000 customers.,non_functional
Todas as informações devem ser atualizáveis ​​no site.,functional
A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,non_functional
O produto será capaz de enviar notificações de reuniões por meio de diferentes tipos de métodos especificados pelo usuário final.,functional
Contact with the vendors and give permission to sell their product under the site after testing the product’s quality.,functional
O site está disponível sempre que os usuários desejam utilizá-lo.,non_functional
Não deve demorar mais de 120 segundos para um novo usuário se registrar em uma conta.,non_functional
The Disputes System shall provide update access capability for authorized users of the application.,functional
Cada proprietário de equipe precisará usar um nome de usuário e senha para ser autenticado e acessar a página do proprietário da equipe,non_functional
All updates to data files or database must be initiated from the Disputes System.,non_functional
Aside from server failure  the software product shall achieve 99.99% up time.,non_functional
98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,non_functional
Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,non_functional
The product must be able to interface with various email servers. The product shall be able to send email.,non_functional
O sistema deverá autenticar os usuários no início de cada sessão.,functional
For each turn  the product shall identify one player as offensive status and one player as defensive status.,functional
O sistema deverá permitir uma pesquisa de texto que os usuários possam usar para encontrar mensagens de correio.,functional
Can view all available products and can compare them and make a choice for purchasing products.,functional
O sistema exibirá a ajuda on-line mediante solicitação.,functional
O produto deverá operar no modo offline sempre que a conexão com a Internet não estiver disponível.,non_functional
O sistema deverá revelar informações privadas apenas em conformidade com a política de informação da organização.,non_functional
An error message alerts when an invalid patient is entered.,functional
The system shall allow the mediator to solve a date conflict.,functional
Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,non_functional
The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,functional
The system shall confirm all transactions with the customer’s web browser.,non_functional
The system must automatically log out all customers after a period of inactivity.,non_functional
O sistema permitirá que os usuários pesquisem modelos de localização distribuída disponíveis (se houver).,functional
O sistema permitirá que o usuário insira suas avaliações e classificações.,functional
The system shall allow user to cancel the order.,functional
The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.,non_functional
The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,non_functional
It must only update the parts that have changed when connecting to the server.,non_functional
The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.,non_functional
The system shall calculate tax for the order.,functional
Each time a conference room is reserved  the conference room schedule shall be updated to reflect the time and date of the reservation.,functional
O sistema deverá ser capaz de exibir um resumo imprimível do log do sistema.,functional
The system shall maintain customer email information as a required part of customer profile.,functional
O aplicativo Disputas deverá interagir com o aplicativo Cartas.  Isso permitirá que o aplicativo Disputas solicite cartas como parte do processo de início e acompanhamento de disputas. Todas as solicitações de cartas devem ser enviadas para o aplicativo Print Letter Utility.,non_functional
Um cliente só pode transmitir um filme se o tiver comprado e estiver dentro do período de visualização de 2 dias.,non_functional
O sistema WCS não permitirá logins automáticos de nenhum usuário. Cookies contendo informações de login do WCS sobre um usuário não serão armazenados no computador do usuário.,non_functional
O sistema deve estar disponível para uso entre 7h00 e 23h59 todos os dias do ano.,non_functional
Cada conta deve ter um número de conta de identificação separado.,functional
A documentação detalhada do código e do SRS permitirá fácil manutenção do Flea Market.,non_functional
The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system.  A detailed history of the actions taken on the case  including the date and the user that performed the action must be maintained for auditing purposes.,functional
The top 1/4 of the table will hold events that are to occur sequentially.,functional
The audit report shall be displayed to the user.,functional
The system shall display and embed in each message a date/timestamp of when the message was sent.,functional
"O sistema deve prevenir ataques maliciosos, incluindo negação de serviço.",non_functional
The system shall allow user to select the financing option.,functional
O sistema permitirá que o usuário modifique o conjunto de exclusão de data de uma resposta de reunião já enviada.,functional
"A notificação do final do jogo incluirá o motivo pelo qual o jogo terminou (ou seja, um jogador ganhou o jogo ou um jogador terminou o jogo).",functional
O sistema permitirá ao usuário inserir as informações de pagamento.,functional
As classificações preferenciais da instalação de reparo serão salvas em 5 segundos. O salvamento ocorrerá em 5 segundos.,non_functional
"Quando um jogo termina, o produto permitirá que cada jogador se retire da lista de jogadores.",functional
Responsável por entrar em contato com os bancos para a validação do número de ar condicionado fornecido pelo cliente no momento da compra e realizar a transação a partir do ar condicionado fornecido.,functional
No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,non_functional
O produto deve produzir resultados de pesquisa em um tempo aceitável,non_functional
For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process  a case activity will be generated.  Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.,functional
The font will be larger enough for easy reading.,functional
A aplicação deve ser fácil de estender. O código deve ser escrito de forma a favorecer a implementação de novas funções.,non_functional
O produto deverá ter a capacidade de receber atualizações automáticas de software à medida que surgirem novas ameaças. 100% dos clientes poderão receber atualizações automáticas de software transmitidas ao produto instalado.,non_functional
O produto deverá ser capaz de suportar 1000 usuários simultâneos.,non_functional
The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,non_functional
O sistema permitirá que um Administrador do Programa ou membro da equipe de Enfermagem remova um aluno de uma seção de laboratório clínico.,functional
The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,non_functional
If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,functional
O produto permitirá que um usuário se identifique como jogador.,functional
O sistema deverá solicitar ao usuário que digite a data de retirada.,functional
Os filmes só podem ser transmitidos se o cliente tiver comprado um filme e estiver dentro do período de 2 dias para transmiti-lo.,functional
O produto deverá operar com todas as plataformas. O produto deverá acomodar qualquer nova tecnologia sem qualquer alteração em sua arquitetura.,non_functional
The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,non_functional
"O website deve ter um toque africano, mas não deve alienar os não-africanos.  O site deve utilizar animações nas páginas que descrevem os serviços para chamar a atenção dos usuários e incentivá-los a se cadastrar.",non_functional
O sistema deverá utilizar símbolos e palavras que sejam naturalmente compreensíveis pela comunidade de usuários.,non_functional
"Ao transmitir um filme, o tempo de armazenamento em buffer não deve ultrapassar 10 segundos (mais qualquer latência na conexão do usuário).",non_functional
The product shall be translated into foreign languages other than the target market countries’ languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market’s language.,non_functional
The product shall prevent its data from incorrect data being introduced.,non_functional
The system should not leave any cookies on the customer’s computer containing the user’s password.,non_functional
The system should need to be entirely self-supporting since the users would be using it only to register courses.,non_functional
Out of 1000 accesses to the system the system is available 999 times.,non_functional
The preferred repair facility ratings shall be saved by the system.,functional
A cohort shall be associated to one Program of Study offered by the department.,functional
Provide feasible solutions to the customers on their complaints and queries.,functional
Apenas os gestores podem realizar consultas de pesquisa de reservas por usuário.  100% de todas as consultas de pesquisa de reservas por usuário serão provenientes de logins apenas de gerenciamento.,non_functional
The system shall display both the active and completed order history in the customer profile.,functional
Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,functional
The system shall allow user to create profile and set his credential.,functional
The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,non_functional
"Os servidores back-end do sistema nunca deverão exibir a senha do cliente.  A senha do cliente pode ser redefinida, mas nunca mostrada.",non_functional
"O sistema RFS deve ser capaz de interagir facilmente com o ambiente BDW para carregar os dados. 7 arquivos de dados serão recebidos do BDW e carregados no sistema RFS dentro de 3 horas, um dia antes do início do processo orçamentário de cada ano. Os dados serão do final do mês de outubro. 	Os arquivos de teste (7) deverão ser carregados até 5 vezes ao longo do ano a partir do BDW.",non_functional
Enable a registered user to change his password if he forgets his password.,functional
The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,non_functional
As senhas dos usuários serão armazenadas no banco de dados em formato criptografado.,non_functional
O produto deve fazer com que os usuários queiram utilizá-lo. 80% dos usuários pesquisados ​​relatam que usam o produto regularmente após as primeiras 2 semanas após o lançamento.,non_functional
The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,non_functional
The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,non_functional
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,non_functional
Authenticate and Login user to the web app.,functional
O produto deve aderir às diretrizes de arquitetura corporativa,non_functional
"Para leads cujo processamento dura mais de 25 segundos, o sistema registrará o evento e a duração",non_functional
User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.,non_functional
The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,functional
O produto deve cumprir as leis de estimativa relativas ao uso de peças recicladas.,non_functional
The product shall allow a user to remove himself or herself from the list of players at any time.,functional
The system shall be compatible with the Microsoft Windows Operating System.,non_functional
User passwords will be stored in the database in an encrypted format.,non_functional
O MTBF (se houver) não deve ser inferior a 2 meses.,non_functional
O sistema deve manter cronogramas corretos de laboratórios e a documentação de todos os equipamentos do laboratório.,functional
Os servidores back-end do sistema só estarão acessíveis a administradores autenticados.,non_functional
The product is expected to integrate with multiple database management systems. The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,non_functional
"Se a pontuação dos leads estiver dentro da média baixa, ela será devolvida ao fornecedor fornecedor",functional
The streaming server will support 50 simultaneous streaming connections.,non_functional
O usuário deverá inserir novas classificações com base no relatório de auditoria,functional
O sistema usará os endereços de e-mail armazenados como principal meio de comunicação de informações às partes afetadas.,functional
The customer shall be able to easily integrate new building maps with the product throughout the product’s lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.,non_functional
The maintenance of the product will fall within the established corporate maintenance windows.,non_functional
O aplicativo deve ser portátil com iOS e Android.,non_functional
Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.,functional
O produto impedirá que um jogador veja as grades ofensivas ou defensivas do outro jogador.,functional
The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.,non_functional
Each account must have a separate identifying account number.,functional
All screens created as part of the Disputes application must comply with corporate standards for interface creation.,non_functional
"Se projetados, os dados devem ser compreensíveis. Em uma tela de projeção 10x10, 90% dos espectadores devem ser capazes de determinar se os Eventos ou Atividades estão ocorrendo no horário atual a partir de uma distância de visualização de 100",non_functional
Apenas os estimadores de colisões devem procurar peças recicladas.  Os usuários sem a função de estimador de colisões não terão acesso à busca de peças recicladas.,non_functional
O sistema deverá oferecer uma exibição de todos os Eventos do exercício.,functional
Todas as solicitações de cartas devem ser formatadas de acordo com as diretrizes especificadas pelo sistema Print Letter Utility.,functional
Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,non_functional
The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,non_functional
A meeting scheduler system will inform the “potential meeting participant” of the meeting.,functional
Todas as telas criadas como parte do aplicativo Disputas devem atender aos padrões corporativos para criação de interface.,non_functional
O navegador do cliente nunca exibirá a senha do cliente.  Deve sempre ser ecoado com caracteres especiais representando caracteres digitados.,non_functional
O mesmo hardware que suporta o site atual será usado para suportar o novo sistema.,non_functional
O produto deverá ser capaz de exibir datas e horários do calendário de acordo com a localidade do usuário.  90% dos entrevistados de cada país de mercado-alvo descobrirão que a formatação de data e hora do produto está correta.,non_functional
The product shall allow for customization of start page and views preferences.,non_functional
O sistema WCS estará sempre disponível enquanto a intranet W3 interna da IBM estiver acessível. O sistema WCS estará disponível 95% do tempo em que a intranet interna W3 da IBM estiver disponível.,non_functional
O site permitirá que os clientes pesquisem filmes por ator ou diretor.,functional
O sistema exibirá dados dos aplicativos Sync Matrix 1.0 e Exercise Management Tool 1.0,functional
O acesso do usuário deve ser limitado às permissões concedidas às suas funções. Cada nível na hierarquia do PCG receberá uma função e os usuários serão atribuídos a essas funções. O acesso à funcionalidade no sistema RFS depende dos privilégios/permissões atribuídos à função.,non_functional
"O produto deverá fazer interface com CSR e Datastream. O produto deverá trocar mensagens entre CSR e EAM em tempo real, sem quaisquer interfaces diretas entre dois sistemas.",non_functional
"Antes de enviar o lead ao sistema empresarial, a funcionalidade de lavagem de leads atribuirá o lead a um representante de admissões.",functional
O produto deverá ser capaz de atender até 1.500 usuários simultâneos. O sistema deverá funcionar com 1.500 usuários por vez.,non_functional
O sistema deve permitir que os usuários visualizem informações do equipamento.,functional
The system shall allow the mediator to solve a location conflict.,functional
The Commissioner will be the only authorized user per league to adjust league settings.,non_functional
A aparência do sistema deve estar em conformidade com os padrões de interface do usuário do dispositivo inteligente.,non_functional
O produto deverá ser capaz de armazenar novos equipamentos de sala.,functional
A interface do usuário deverá ter botões de menu padrão para navegação,non_functional
The system shall allow user to choose their preferable topping.,functional
O servidor de streaming suportará no máximo 700 filmes; novos servidores podem ser adicionados para suportar mais filmes.,non_functional
The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,non_functional
When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,non_functional
Um novo usuário deve poder ser adicionado ao sistema em 10 minutos. 90% dos novos usuários conseguem fazer login no sistema em 10 minutos.,non_functional
The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,non_functional
O recurso Backspace/reset é implementado para erros de digitação.,functional
The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,functional
Os alunos adicionados a uma coorte serão elegíveis para o Programa de Estudos da coorte.,functional
The product must comply with Sarbanes-Oxley.,non_functional
The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,non_functional
O sistema permitirá ao mediador resolver um conflito de datas.,functional
The system shall allow the administrator to install additional distributed location templates.,functional
The product shall comply with corporate color scheme,non_functional
O sistema gerará um documento de ajuste de quantidade de estoque com base nos dados de vendas diárias do produto e nas fórmulas do produto.,functional
O sistema deve ser fácil de aprender por chamadores e supervisores. Chamadores e supervisores aprenderão como usar o sistema em 10 minutos.,non_functional
The user shall be able to get driving directions to a selected property,functional
O produto deve segurança da informação. O produto deve permitir a privacidade por criptografia WS-Security e Integrity Checking.,non_functional
Todas as tentativas de login deverão ser feitas de forma segura.,non_functional
O sistema permitirá que o usuário insira as informações do pedido para rastreamento.,functional
Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,functional
Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,functional
Controle o banco de dados e acompanhe todos os registros de clientes e detalhes de funcionários.,functional
Um Programa de Estudo consistirá em um nome de programa e uma lista de aulas obrigatórias (clínicas e não clínicas) que devem ser concluídas.,functional
"O sistema WCS deverá usar nomenclatura e terminologia apropriadas, conforme definido pela organização Corporate Community Grants. Todas as interfaces e relatórios passarão por testes de usabilidade pelos usuários do CCR.",non_functional
O produto deve estar em conformidade com o esquema de cores corporativo,non_functional
Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,non_functional
Somente usuário autorizado deverá acessar o sistema RFS. SOMENTE os usuários que existam no sistema UAS com o sistema RFS atribuído à(s) sua(s) função(ões) deverão acessar o sistema RFS e utilizá-lo.,non_functional
A lista de casos de disputa exibida após a realização de uma pesquisa deve ser codificada por cores para facilitar a identificação dos casos de disputa com base no status do caso de disputa.,non_functional
The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.,functional
O usuário deve procurar a oficina de reparo preferida usando a localização e o raio do veículo em milhas,functional
Todas as transações no Flea Market exigem um ID de usuário e senha válidos.,non_functional
For each turn  the product shall allow the offensive player to define a shot.,functional
Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,functional
The system shall cater to 10 simultaneous users from 9am to 5pm.,non_functional
The application should be portable with iOS and Android.,non_functional
The system shall not leave any cookies on the customer’s computer containing any of the user’s confidential information.,non_functional
System shall let the administrator add/remove categories on the website in under 5 minutes.,non_functional
O navegador do cliente nunca exibirá o número do cartão de crédito do cliente após recuperá-lo do banco de dados.  Deve ser sempre apresentado apenas com os últimos 4 dígitos do número do cartão de crédito.,non_functional
The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,non_functional
Os cálculos realizados pelo sistema devem obedecer às normas definidas pelo usuário e não devem variar a menos que sejam explicitamente alterados pelo usuário.,non_functional
The product will be able to delete conference rooms.,functional
The product shall be intuitive and self-explanatory. 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,non_functional
O sistema notificará os clientes sobre alterações na sua política de informação.,non_functional
Responsável por alocar adequadamente o produto selecionado de acordo com a escolha do cliente e entregar o produto ao cliente.,functional
O tempo de resposta deve ser rápido o suficiente para manter o fluxo do jogo. O tempo de resposta não deve ser superior a 2 segundos para 95% das respostas e não superior a 4% para as restantes respostas.,non_functional
To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.,non_functional
Website shall allow customers to add their own movie review for a selected movie.,functional
The product shall display each type of ship in a grid using an image of the specific type of ship.,non_functional
"O tempo total do ciclo de leads deve ser concluído em 5 minutos para 90% do volume de leads entre o horário comercial das 8h CST às 20h CST; depois, 3 minutos para 99% do volume de leads fora do horário comercial.",non_functional
An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,non_functional
The system shall allow the user to view their schedule.,functional
Qualquer página do aplicativo não deve demorar mais de 6 segundos para carregar em uma conexão de banda larga DSL.,non_functional
Os menus do sistema devem ser de fácil navegação pelos usuários com botões de fácil compreensão.,non_functional
Um sistema de agendamento de reuniões reservará temporariamente os “horários” para a reunião proposta.,functional
The system shall be available 99.5% of the time.,non_functional
Os administradores do programa e os membros da equipe de enfermagem deverão ser capazes de especificar a sequência preferida de aulas para um determinado grupo.,functional
"O mapa do campus deverá fornecer pistas visuais sobre quais áreas possuem áudio preparado e, portanto, podem ser selecionadas.",non_functional
The system shall allow user to decorate their doughnut.,functional
A list of available patients is displayed after login.,functional
The system shall allow the user to view pending meetings.,functional
O sistema deverá ser capaz de operar em um ambiente de escritório comercial típico do Departamento de Enfermagem da Universidade DePaul.,non_functional
O sistema deve exibir e incorporar em cada mensagem uma data/hora de quando a mensagem foi enviada.,functional
The product shall store new conference rooms.,functional
O Sistema controlará granularmente os direitos de acesso a todos os principais subsistemas.  Deverá ser possível atribuir direitos de acesso a todos os subsistemas de forma independente.,non_functional
Permita que um usuário registrado altere sua senha caso esqueça sua senha.,functional
O sistema deverá mostrar uma exibição em guias (ou funcionalidade equivalente) com o mapa do campus em uma guia e informações sobre o edifício anunciado mais recentemente na outra.,non_functional
The system shall allow users to view other users’ information.,functional
A failed login will alert the physician/pharmacist.,functional
The Disputes System must be accessible by both internal and external users.,functional
A waiter shall only be able to log into one tablet at any given instance of time.,non_functional
O produto deverá ter recursos de auditoria. O produto deverá armazenar mensagens por no mínimo um ano para fins de auditoria e rastreamento de transações.,non_functional
The system shall operate within the Windows XP Professional operating system.,non_functional
O produto será fácil para clientes com habilidades iniciantes na Internet comprarem e assistirem filmes em streaming.  Os clientes deverão poder comprar e assistir a um filme pré-determinado em menos de 3 minutos.,non_functional
A segurança das informações pessoais é definida fora do escopo do SDMS pelo servidor de banco de dados.,non_functional
Pre-paid cards shall be distributed via email or via a printed paper card.,functional
Responsável por informar ao administrador quando o estoque de algum item do produto estiver abaixo do nível mínimo.,functional
Only registered realtors shall be able to access the system.,non_functional
A funcionalidade de lavagem de leads armazenará quaisquer possíveis duplicatas de leads retornadas pelo sistema corporativo.,functional
The meeting scheduler system shall reschedule a meeting to support conflict resolutions.,functional
The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.,non_functional
A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.,functional
Espera-se que o produto opere por pelo menos 5 anos para cada instalação do cliente.,non_functional
O produto permitirá a personalização da página inicial e das preferências de visualização.,non_functional
Uma lista de pacientes disponíveis é exibida após o login.,functional
All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,non_functional
The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.,non_functional
The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,non_functional
O sistema deve ser fácil de usar por chamadores e supervisores. Os chamadores e supervisores devem ser capazes de realizar qualquer tarefa do sistema em 2 minutos.,non_functional
The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,functional
The product shall be able to be installed in the specified environment within 1 working day.,non_functional
O produto permitirá que usuários privilegiados visualizem agendas de reuniões em múltiplas visualizações de relatórios.,functional
The product shall allow the user to select a chosen language from one of the target market countries.,non_functional
A segurança do sistema e os níveis de acesso são fornecidos no sistema online. Existem vários níveis de acesso ao sistema e autoridade funcional. O acesso de cada aluno é limitado aos seus próprios registros de matrícula. Somente administradores de sistema autorizados têm acesso a todos os registros de matrícula dos alunos.,non_functional
Only authorized personnel can access sales information.,non_functional
Um computador de superfície não exigirá que o usuário faça login.,non_functional
System will use secured database.,non_functional
The online registration system is “self-service style” system that shall initially address the student registration needs.,functional
The product shall have a consistent color scheme and fonts.,non_functional
O produto deve fazer uso de tecnologia de servidor web/aplicativo.  Exemplos de código aberto incluem o servidor web Apache Tomcat e o servidor de aplicativos JBoss.,non_functional
Os usuários se sentirão satisfeitos com o produto.  85% de todos os usuários ficarão satisfeitos com o produto.,non_functional
The user shall easily locate instructions while using the product.  User help can be found within 90% of the system.,non_functional
Os administradores do programa e os membros da equipe de enfermagem poderão adicionar novas classes para o departamento de enfermagem ao sistema.,functional
The product will record meeting acknowledgements.,functional
The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,non_functional
"Para cada aula dentro de uma sequência de uma coorte, os Administradores do Programa e os Membros da Equipe de Enfermagem poderão especificar em qual trimestre essa aula será oferecida.",functional
The system shall accommodate large data items without fault.,non_functional
O ABS deverá lidar com todos os erros esperados e inesperados de forma a evitar perda de informações e longos períodos de inatividade.,non_functional
The product shall record different meeting types.,functional
The system shall use a text-based interface to display a listing of available mail.,non_functional
The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.,non_functional
A aplicação deverá ser capaz de completar todas as transações do usuário dentro de um quarto de segundo após receber a solicitação pela rede.,non_functional
The System shall allow entering  storing and modifying product formulas.,functional
The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,non_functional
The product shall be able to support multiple remote users,non_functional
The lead washing process will operate within the established physical web service structure.,non_functional
The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday – Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,non_functional
Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.,non_functional
The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,non_functional
O Sistema de Disputas fornecerá com precisão uma lista de possíveis códigos de motivo para uma determinada transação.  A lista de possíveis códigos de motivo deve ser derivada com base no tipo de transação e no setor ao qual o estabelecimento comercial pertence de acordo com as regras de negócio definidas para o Sistema de Controvérsias.,functional
O produto deverá poder ser utilizado por 90% dos usuários novatos na Internet.,non_functional
"O Sistema de Disputas deve fornecer funcionalidade de pesquisa.  O método de pesquisa deve incluir a capacidade de pesquisar (1) o número do caso de disputa (2) o número da conta do comerciante (3) o número da conta do titular do cartão e (4) o número do emissor.  Além dos critérios acima, a funcionalidade de pesquisa deve ainda permitir que o usuário limite os resultados da pesquisa por um intervalo de datas, o tipo de disputa (solicitação de recuperação de ingresso ou notificação de estorno), o status do caso (aberto, fechado ou todos) e o código do motivo da disputa.",functional
"O sistema RFS deve estar disponível 24 horas por dia, 7 dias por semana, especialmente durante o período orçamental. O sistema RFS estará disponível 90% do tempo durante todo o ano e 98% durante o período orçamental. 2% das vezes o sistema ficará disponível dentro de 1 hora a partir do momento em que a situação for reportada.",non_functional
The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.,non_functional
The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,functional
A funcionalidade de lavagem de eletrodos terá uma interface na qual os parâmetros de dados dos eletrodos poderão ser mantidos.,functional
O sistema exibirá o histórico de pedidos ativos e concluídos no perfil do cliente.,functional
O produto poderá excluir salas de conferência.,functional
O sistema permitirá ao usuário selecionar múltiplas opções na tela para pesquisar.,functional
Consulte o Administrador sobre os dados de pagamento dos clientes para atualização da base de dados.,functional
When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,functional
The product shall have a customizable Look and Feel.,functional
O Sistema gerará automaticamente o documento de Ajuste de Quantidade de Estoque quando os dados diários de Vendas de Produtos estiverem disponíveis.,functional
O sistema permitirá ao usuário selecionar a promoção disponível.,functional
O sistema deverá ser capaz de emitir uma quantia específica de dinheiro ao usuário.,functional
O desempenho dependerá dos componentes de hardware do cliente/cliente.,non_functional
The product shall be based on web and has to be run from a web server.,non_functional
Users shall be able to reach the ‘add’  ‘drop’  and ‘trade player’ pages with one click from the team owner’s page.,non_functional
O produto deverá gerar um relatório CMA em um prazo aceitável.,non_functional
The search radius shall be between 1 and 30 miles,functional
"O sistema atenderá 10 usuários simultâneos, das 9h às 17h.",non_functional
O corretor de imóveis deverá ser capaz de recuperar um mapa mostrando a localização das propriedades em uma área específica,functional
O site deve ser capaz de suportar períodos de teste gratuito com vários parâmetros definidos pelo Izogn Manager.,functional
The product shall be able to be installed in any operating environment within 2 days.,non_functional
All customer information will be stored on a secure database  accessible only to authorized personnel.,non_functional
A autenticação e os privilégios do usuário são definidos fora do escopo do sistema pelo Microsoft Active Directroy Server.,non_functional
Só é possível visitar o site sem registro.,functional
Every registered user will have access to the product’s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,non_functional
The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,non_functional
Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,non_functional
The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,functional
The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,non_functional
The system shall display different shipping options provided by shipping department.,functional
The Disputes System shall provide view access capability for authorized users of the application.,functional
Responsible for contacting the banks for the validation of the a/c number provided by the customer while purchasing and make the transaction from the given a/c.,functional
The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,non_functional
The product is Web based therefore it will be used in any environment that allows Web access.,non_functional
O sistema usará banco de dados seguro.,non_functional
O produto poderá ser instalado no ambiente especificado dentro de 1 dia útil.,non_functional
O sistema deve alertar os usuários do ECA sobre o mau funcionamento do sistema.,non_functional
O número de erros anotados pelos alunos será diminuído em 50% no primeiro ano.,non_functional
The product shall be expected to operate for at least 5 years for each customer installation.,non_functional
O sistema fornecerá carrinho de compras durante a compra online.,functional
All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,functional
"Cada vez que uma sala de conferência for reservada, a programação da sala de conferência será atualizada para refletir a hora e a data da reserva.",functional
O aplicativo Disputas deverá manipular e visualizar dados comerciais. Os usuários não terão acesso direto a arquivos de dados ou bancos de dados.,non_functional
System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.,non_functional
Os usuários só devem navegar por no máximo 4 páginas para criar uma conta no site.,non_functional
Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,functional
