,keyword,score,intent,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,keywords,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
137,,0.25,Innovation Digital,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,117.0,97.0,business model innovation,77.0,57.0,37.0,17.0,17.0,,,,,,,,,,,,,,
138,,0.3,Innovation Digital,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,118.0,98.0,dynamic capabilities theoretical,78.0,58.0,38.0,18.0,18.0,,,,,,,,,,,,,,
139,,0.29,Corporate Venture Capital,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,119.0,99.0,financing disruptive technologies,79.0,59.0,39.0,19.0,19.0,,,,,,,,,,,,,,
140,,0.77,Digital Transformation,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,120.0,100.0,digital transformation,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,,,,,,,
141,,0.75,Assess Digital Transformation,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,121.0,101.0,research digital transformation,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,,,,,,,
142,,0.74,Digital Transformation,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,122.0,102.0,transformation digital resources,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,,,,,,,
143,,0.75,Digital Transformation,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,123.0,103.0,digitalization digital transformation,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,,,,,,,
144,,0.76,Assess Digital Transformation,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,124.0,104.0,conceptualize digital transformation,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,,,,,,,
145,,0.58,Digital Transformation Strategic,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,125.0,105.0,new digital business,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,,,,,,,
146,,0.8,Digital Transformation Strategic,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,126.0,106.0,digital transformation strategic,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,,,,,,,
147,,0.79,Digital Transformation Strategic,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,127.0,107.0,digital transformation assets,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,,,,,,,
148,,0.74,Assess Digital Transformation,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,128.0,108.0,digital transformation performance,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,,,,,,,
149,,0.77,Assess Digital Transformation,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,129.0,109.0,assesses digital transformation,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,,,,,,,
150,,0.78,Digital Transformation,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,130.0,110.0,transformation digital technology,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,,,,,,,
151,,0.76,Digital Transformation,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,131.0,111.0,digital transformation regarding,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,,,,,,,
152,,0.78,Digital Transformation Strategic,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,132.0,112.0,digital transformation strategies,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,,,,,,,
153,,0.78,Digital Transformation Strategic,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,133.0,113.0,strategy digital transformation,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,,,,,,,
154,,0.78,Assess Digital Transformation,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,134.0,114.0,assess digital transformation,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,,,,,,,
155,,0.79,Digital Transformation,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,135.0,115.0,digital transformation organization,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,,,,,,,
156,,0.73,Digital Transformation,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,136.0,116.0,digital transformation important,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,,,,,,,
157,,0.76,Digital Transformation,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,137.0,117.0,discussed digital transformation,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,,,,,,,
158,,0.77,Assess Digital Transformation,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,138.0,118.0,digital transformation conceptualized,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,,,,,,,
159,,0.75,Digital Transformation,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,139.0,119.0,digitally digital transformation,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,,,,,,,
160,,0.12,Dynamic Capabilities Digital,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,140.0,120.0,capabilities digital transformation,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,,,,,,
161,,0.14,Dynamic Capabilities Digital,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,141.0,121.0,dynamic capabilities digital,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,,,,,,
162,,0.09,Digital Transformation Ongoing,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,142.0,122.0,digital transforming capabilities,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,,,,,,
163,,0.11,Digital Transformation Ongoing,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,143.0,123.0,digital transformation incumbent,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,,,,,,
164,,0.2,Digital Transformation Ongoing,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,144.0,124.0,digital transformation strategic,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,,,,,,
165,,0.24,Dynamic Capabilities Digital,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,145.0,125.0,dynamic capabilities strategic,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,,,,,,
166,,0.12,Dynamic Capabilities Digital,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,146.0,126.0,new capabilities digital,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,,,,,,
167,,0.12,Digital Transformation Ongoing,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,147.0,127.0,digital transformation findings,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,,,,,,
168,,0.15,Dynamic Capabilities Digital,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,148.0,128.0,dynamic capabilities,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,,,,,,
169,,0.11,Digital Transformation Ongoing,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,149.0,129.0,digital transformation ongoing,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,,,,,,
170,,0.21,Digital Transformation Ongoing,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,150.0,130.0,firm digital transformation,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,,,,,,
171,,0.35,Business Model Transformation,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,151.0,131.0,business model evolution,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,,,,,,
172,,0.1,Digital Transformation Ongoing,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,152.0,132.0,ongoing digital transformation,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,,,,,,
173,,0.13,Dynamic Capabilities Digital,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,153.0,133.0,capabilities digital,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,,,,,,
174,,0.3,Business Model Transformation,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,154.0,134.0,transformation business models,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,,,,,,
175,,0.31,Dynamic Capabilities Digital,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,155.0,135.0,digital corporate strategy,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,,,,,,
176,,0.22,Digital Transformation Ongoing,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,156.0,136.0,digital transformation business,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,,,,,,
177,,0.29,Business Model Transformation,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,157.0,137.0,business model transformation,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,,,,,,
178,,0.19,Dynamic Capabilities Digital,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,158.0,138.0,digital strategy,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,,,,,,
179,,0.16,Digital Transformation Ongoing,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,159.0,139.0,digital innovation,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,,,,,,
180,,0.17,Sloan Management Review,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,160.0,140.0,harvard business review,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,,,,,
181,,0.53,Digital Transformation Strategies,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,161.0,141.0,digital transformation,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,,,,,
182,,0.55,Digital Transformation Strategies,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,162.0,142.0,managing digital transformation,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,,,,,
183,,0.53,Digital Transformation Strategies,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,163.0,143.0,firm digital transformation,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,,,,,
184,,0.52,Digital Transformation Strategies,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,164.0,144.0,digital leadership,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,,,,,
185,,0.49,Digital Transformation Strategies,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,165.0,145.0,digital leaders,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,,,,,
186,,0.3,Sloan Management Review,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,166.0,146.0,practitioner oriented journals,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,,,,,
187,,0.2,Sloan Management Review,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,167.0,147.0,sloan management review,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,,,,,
188,,0.47,Digital Transformation Strategies,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,168.0,148.0,digital transformation practice,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,,,,,
189,,0.54,Digital Transformation Strategies,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,169.0,149.0,digital transformation strategies,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,,,,,
190,,0.55,Digital Transformation Strategies,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,170.0,150.0,digital transformation endeavours,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,,,,,
191,,0.55,Digital Transformation Strategies,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,171.0,151.0,digital transformation challenges,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,,,,,
192,,0.58,Digital Transformation Strategies,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,172.0,152.0,organizations digital transformation,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,,,,,
193,,0.52,Digital Strategy,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,173.0,153.0,strategy digital strategy,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,,,,,
194,,0.62,Digital Strategy,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,174.0,154.0,digital strategy,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,,,,,
195,,0.6,Digital Strategy,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,175.0,155.0,strategy digital,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,,,,,
196,,0.56,Digital Transformation Strategies,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,176.0,156.0,research digital transformation,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,,,,,
197,,0.59,Digital Strategy,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,177.0,157.0,digital strategy just,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,,,,,
198,,0.53,Digital Transformation Strategies,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,178.0,158.0,digital transformation literature,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,,,,,
199,,0.56,Digital Transformation Strategies,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,179.0,159.0,digital transformation activities,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,,,,,
200,,0.53,Industry Digital,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,180.0,160.0,digital ecosystems,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,,,,
201,,0.68,Industry Digital,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,181.0,161.0,digital innovation,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,,,,
202,,1.0,Industry Digital,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,182.0,162.0,digital transformation,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,,,,
203,,0.81,Industry Digital,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,183.0,163.0,firms digital transformation,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,,,,
204,,0.3,Distributed Manufacturing,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,184.0,164.0,distributed manufacturing prominent,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,,,,
205,,0.33,Distributed Manufacturing,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,185.0,165.0,distributed manufacturing,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,,,,
206,,0.66,Industry Digital,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,186.0,166.0,digital servitization business,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,,,,
207,,0.41,Industry Digital,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,187.0,167.0,digital sustainable entrepreneurship,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,,,,
208,,0.17,Industry Digital,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,188.0,168.0,firm capabilities vertical,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,,,,
209,,0.52,Industry Digital,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,189.0,169.0,organization digital economy,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,,,,
210,,0.27,Sustainability Affects Dt,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,190.0,170.0,sustainability affects dt,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,,,,
211,,0.26,Distributed Manufacturing,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,191.0,171.0,distributed manufacturing facilities,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,,,,
212,,0.85,Industry Digital,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,192.0,172.0,firm digital transformation,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,,,,
213,,0.31,Sustainability Affects Dt,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,193.0,173.0,dt impact sustainability,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,,,,
214,,0.28,Distributed Manufacturing,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,194.0,174.0,leverages distributed manufacturing,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,,,,
215,,0.49,Industry Digital,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,195.0,175.0,structure digital ecosystems,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,,,,
216,,0.54,Industry Digital,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,196.0,176.0,supply chains digital,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,,,,
217,,0.56,Industry Digital,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,197.0,177.0,digital innovation management,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,,,,
218,,0.67,Industry Digital,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,198.0,178.0,industry digital,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,,,,
219,,0.19,Industry Digital,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,199.0,179.0,firm hierarchical organization,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,,,,
220,,1.0,Digital Transformation Research,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,200.0,180.0,digital transformation,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,,,
221,,0.86,Digital Transformation Research,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,201.0,181.0,digital transformation literature,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,,,
222,,0.25,Business Model Innovation,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,202.0,182.0,business model innovation,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,,,
223,,0.6,Digital Transformation Research,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,203.0,183.0,digital business strategy,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,,,
224,,0.92,Digital Transformation Research,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,204.0,184.0,digital transformation research,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,,,
225,,0.86,Digital Transformation Research,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,205.0,185.0,digital transformation organizational,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,,,
226,,0.68,Digital Transformation Research,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,206.0,186.0,digital innovation,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,,,
227,,0.89,Digital Transformation Research,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,207.0,187.0,digital transformation review,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,,,
228,,0.67,Digital Transformation Research,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,208.0,188.0,digital business,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,,,
229,,0.86,Digital Transformation Research,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,209.0,189.0,research digital transformation,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,,,
230,,0.91,Digital Transformation Research,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,210.0,190.0,adopt digital transformation,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,,,
231,,0.92,Digital Transformation Research,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,211.0,191.0,digital transformation different,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,,,
232,,0.96,Digital Transformation Research,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,212.0,192.0,digital transformation new,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,,,
233,,0.29,Disruptive Innovation Theory,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,213.0,193.0,disruptive innovation theory,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,,,
234,,0.58,Digital Transformation Research,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,214.0,194.0,enabled organizational transformation,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,,,
235,,0.13,Disruptive Innovation Theory,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,215.0,195.0,corporate entrepreneurship,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,,,
236,,0.3,Business Model Innovation,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,216.0,196.0,model innovation,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,,,
237,,0.27,Disruptive Innovation Theory,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,217.0,197.0,disruptive business model,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,,,
238,,0.33,Business Model Innovation,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,218.0,198.0,market technology capability,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,,,
239,,0.35,Disruptive Innovation Theory,239.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,219.0,199.0,market technology,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,,,
240,,0.47,Transformation Digital Innovation,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,220.0,200.0,digital transformation,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,,
241,,0.5,Transformation Digital Innovation,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,221.0,201.0,digital transformation strategy,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,,
242,,0.59,Transformation Digital Innovation,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,222.0,202.0,digital innovation,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,,
243,,0.59,Transformation Digital Innovation,243.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,223.0,203.0,organizational transformation digital,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,,
244,,0.22,Et Al,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,224.0,204.0,research paper empirical,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,,
245,,0.51,Transformation Digital Innovation,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,225.0,205.0,term digital technologies,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,,
246,,0.49,Transformation Digital Innovation,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,226.0,206.0,digital technologies alter,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,,
247,,0.49,Transformation Digital Innovation,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,227.0,207.0,impacts digital transformation,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,,
248,,0.58,Transformation Digital Innovation,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,228.0,208.0,digital innovation mis,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,,
249,,0.7,Transformation Digital Innovation,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,229.0,209.0,digital business strategy,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,,
250,,0.79,Digital Platforms Ecosystems,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,230.0,210.0,digital platforms ecosystems,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,,
251,,0.4,Transformation Digital Innovation,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,231.0,211.0,strategic research dt,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,,
252,,0.43,Transformation Digital Innovation,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,232.0,212.0,transformational information technology,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,,
